unique_id,role,type,primary_name,regime,date_designated,class,definite_runs,possible_runs,neighbour_runs,empty_runs,error_runs,n_runs,uk_match,issuers_matched,matched_code,matched_title,identity_kind,issuer,valid_from,valid_to,valid_from_matches_designation,envelope_filename,envelope_valid_from
RUS3677,ship_addition,Ship,"IMO 9317315 (""LUCH"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184632,"IMO 9317315 (""LUCH"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS3678,ship_addition,Ship,"IMO 9328170 (""AETHER"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184633,"IMO 9328170 (""AETHER"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS3679,ship_addition,Ship,"IMO 9337418 (""ATMOS"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184634,"IMO 9337418 (""ATMOS"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS3680,ship_addition,Ship,"IMO 9439383 (""BHILVA"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184635,"IMO 9439383 (""BHILVA"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS3681,ship_addition,Ship,"IMO 9297541 (""DOVE"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184636,"IMO 9297541 (""DOVE"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS3682,ship_addition,Ship,"IMO 9198082 (""GLOBAL STAR"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184637,"IMO 9198082 (""GLOBAL STAR"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS3683,ship_addition,Ship,"IMO 9408554 (""HE BO"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184638,"IMO 9408554 (""HE BO"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS3684,ship_addition,Ship,"IMO 9413004 (""HORAE"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184639,"IMO 9413004 (""HORAE"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS3685,ship_addition,Ship,"IMO 9282041 (""KAVIZ"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184640,"IMO 9282041 (""KAVIZ"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS3686,ship_addition,Ship,"IMO 9274082 (""TM HAI HA 568"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184641,"IMO 9274082 (""TM HAI HA 568"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS3687,ship_addition,Ship,"IMO 9379301 (""VERSA"")",The Russia (Sanctions) (EU Exit) Regulations 2019,16/06/2026,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1184642,"IMO 9379301 (""VERSA"")",exact,UK,2026-06-16,2099-12-31,yes,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
CHW0001,control_pos,,Firas Ahmed,,,STABLE_DEFINITE,5,0,0,0,0,5,yes,EU|UK,1179368,Firas Ahmed,exact,UK,2020-12-31,2099-12-31,,reg-uk-the-chemical-weapons-sanctions-eu-exit-regulations-2019.json,2026-07-06
CHW0002,control_pos,,Walid Zughaib,,,STABLE_DEFINITE,5,0,0,0,0,5,yes,EU|UK,1179369,Walid Zughaib,exact,UK,2020-12-31,2099-12-31,,reg-uk-the-chemical-weapons-sanctions-eu-exit-regulations-2019.json,2026-07-06
GHR0001,control_pos,,Dmitry Borisovich KRATOV,,,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1179970,Dmitry Borisovich KRATOV,exact,UK,2020-07-06,2099-12-31,,reg-uk-the-global-human-rights-sanctions-regulations-2020.json,2026-07-06
GHR0002,control_pos,,Aleksey Vasilyevich ANICHIN,,,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1179971,Aleksey Vasilyevich ANICHIN,exact,UK,2020-07-06,2099-12-31,,reg-uk-the-global-human-rights-sanctions-regulations-2020.json,2026-07-06
RUS0001,control_pos,,Dmitry Konstantinovich Kiselyov,,,STABLE_DEFINITE,5,0,0,0,0,5,yes,EU|UK,1181204,Dmitry Konstantinovich Kiselyov,exact,UK,2020-12-31,2099-12-31,,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS0002,control_pos,,Andrei Aleksandrovich Klishas,,,STABLE_DEFINITE,5,0,0,0,0,5,yes,EU|UK,1181205,Andrei Aleksandrovich Klishas,exact,UK,2020-12-31,2099-12-31,,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
NEG0001,control_neg,,Jonas Petraitis Nobody Random,,,NEIGHBOUR_ONLY,0,0,5,0,0,5,,,,,,,,,,,
NEG0002,control_neg,,Zxqvwlk Brintofferson Nonexistent,,,MISS,0,0,0,5,0,5,,,,,,,,,,,
LIB0001,delisted,Entity,Libyan Arab African Investment Company,The Libya (Sanctions) (EU Exit) Regulations 2020,,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1122430,Libyan Arab African Investment Company,exact,UK,2020-12-31,2099-12-31,,reg-uk-the-libya-sanctions-eu-exit-regulations-2020.json,2026-06-02
RUS2579,delisted,Ship,ZANGAZUR,The Russia (Sanctions) (EU Exit) Regulations 2019,,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1183603,ZANGAZUR,exact,UK,2025-05-09,2099-12-31,,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-07-06
RUS2682,delisted,Entity,"Limited Liability Company responsibility of ""RBRU Specialized depository""",The Russia (Sanctions) (EU Exit) Regulations 2019,,STABLE_DEFINITE,5,0,0,0,0,5,yes,UK,1125259,"Limited Liability Company responsibility of ""RBRU Specialized depository""",exact,UK,2025-05-20,2099-12-31,,reg-uk-the-russia-sanctions-eu-exit-regulations-2019.json,2026-06-02
